Serial Number:20523497 --

Date Time - GMT -05:00,"Temp, (*C)",Host Connect,Button Down,Button Up,EOF,
2019-03-16 21:00:00,11.28, , , , ,
2019-03-16 22:00:00,10.72, , , , ,
2019-03-16 23:00:00,10.21, , , , ,
2019-03-17 00:00:00,9.74, , , , ,
2019-03-17 01:00:00,9.22, , , , ,
2019-03-17 02:00:00,8.75, , , , ,
2019-03-17 03:00:00,8.15, , , , ,
2019-03-17 04:00:00,7.72, , , , ,
2019-03-17 05:00:00,7.16, , , , ,
2019-03-17 06:00:00,6.73, , , , ,
2019-03-17 07:00:00,6.22, , , , ,
2019-03-17 08:00:00,5.83, , , , ,
2019-03-17 09:00:00,5.57, , , , ,
2019-03-17 10:00:00,6.13, , , , ,
2019-03-17 11:00:00,7.03, , , , ,
2019-03-17 12:00:00,8.32, , , , ,
2019-03-17 13:00:00,9.48, , , , ,
2019-03-17 14:00:00,10.81, , , , ,
2019-03-17 15:00:00,12.01, , , , ,
2019-03-17 16:00:00,13.08, , , , ,
2019-03-17 17:00:00,13.77, , , , ,
2019-03-17 18:00:00,14.20, , , , ,
2019-03-17 19:00:00,14.15, , , , ,
2019-03-17 20:00:00,13.85, , , , ,
2019-03-17 21:00:00,13.51, , , , ,
2019-03-17 22:00:00,13.30, , , , ,
2019-03-17 23:00:00,13.08, , , , ,
2019-03-18 00:00:00,12.74, , , , ,
2019-03-18 01:00:00,12.40, , , , ,
2019-03-18 02:00:00,12.14, , , , ,
2019-03-18 03:00:00,11.97, , , , ,
2019-03-18 04:00:00,11.71, , , , ,
2019-03-18 05:00:00,11.41, , , , ,
2019-03-18 06:00:00,11.07, , , , ,
2019-03-18 07:00:00,10.81, , , , ,
2019-03-18 08:00:00,10.46, , , , ,
2019-03-18 09:00:00,10.42, , , , ,
2019-03-18 10:00:00,10.98, , , , ,
2019-03-18 11:00:00,12.01, , , , ,
2019-03-18 12:00:00,12.91, , , , ,
2019-03-18 13:00:00,13.90, , , , ,
2019-03-18 14:00:00,14.84, , , , ,
2019-03-18 15:00:00,15.66, , , , ,
2019-03-18 16:00:00,16.04, , , , ,
2019-03-18 17:00:00,16.39, , , , ,
2019-03-18 18:00:00,16.21, , , , ,
2019-03-18 19:00:00,15.87, , , , ,
2019-03-18 20:00:00,15.31, , , , ,
2019-03-18 21:00:00,14.75, , , , ,
2019-03-18 22:00:00,14.24, , , , ,
2019-03-18 23:00:00,13.73, , , , ,
2019-03-19 00:00:00,13.21, , , , ,
2019-03-19 01:00:00,12.70, , , , ,
2019-03-19 02:00:00,12.10, , , , ,
2019-03-19 03:00:00,11.71, , , , ,
2019-03-19 04:00:00,11.15, , , , ,
2019-03-19 05:00:00,10.72, , , , ,
2019-03-19 06:00:00,10.25, , , , ,
2019-03-19 07:00:00,9.78, , , , ,
2019-03-19 08:00:00,9.39, , , , ,
2019-03-19 09:00:00,9.26, , , , ,
2019-03-19 10:00:00,9.91, , , , ,
2019-03-19 11:00:00,10.85, , , , ,
2019-03-19 12:00:00,11.84, , , , ,
2019-03-19 13:00:00,13.12, , , , ,
2019-03-19 14:00:00,14.24, , , , ,
2019-03-19 15:00:00,15.27, , , , ,
2019-03-19 16:00:00,16.17, , , , ,
2019-03-19 17:00:00,16.81, , , , ,
2019-03-19 18:00:00,17.11, , , , ,
2019-03-19 19:00:00,16.94, , , , ,
2019-03-19 20:00:00,16.43, , , , ,
2019-03-19 21:00:00,15.87, , , , ,
2019-03-19 22:00:00,15.27, , , , ,
2019-03-19 23:00:00,14.75, , , , ,
2019-03-20 00:00:00,14.28, , , , ,
2019-03-20 01:00:00,13.81, , , , ,
2019-03-20 02:00:00,13.34, , , , ,
2019-03-20 03:00:00,12.78, , , , ,
2019-03-20 04:00:00,12.35, , , , ,
2019-03-20 05:00:00,11.88, , , , ,
2019-03-20 06:00:00,11.54, , , , ,
2019-03-20 07:00:00,11.11, , , , ,
2019-03-20 08:00:00,10.77, , , , ,
2019-03-20 09:00:00,10.64, , , , ,
2019-03-20 10:00:00,11.11, , , , ,
2019-03-20 11:00:00,11.79, , , , ,
2019-03-20 12:00:00,13.00, , , , ,
2019-03-20 13:00:00,14.11, , , , ,
2019-03-20 14:00:00,15.27, , , , ,
2019-03-20 15:00:00,16.13, , , , ,
2019-03-20 16:00:00,17.03, , , , ,
2019-03-20 17:00:00,17.63, , , , ,
2019-03-20 18:00:00,17.76, , , , ,
2019-03-20 19:00:00,17.37, , , , ,
2019-03-20 20:00:00,16.77, , , , ,
2019-03-20 21:00:00,16.21, , , , ,
2019-03-20 22:00:00,15.70, , , , ,
2019-03-20 23:00:00,15.23, , , , ,
2019-03-21 00:00:00,14.75, , , , ,
2019-03-21 01:00:00,14.37, , , , ,
2019-03-21 02:00:00,14.11, , , , ,
2019-03-21 03:00:00,13.94, , , , ,
2019-03-21 04:00:00,13.73, , , , ,
2019-03-21 05:00:00,13.51, , , , ,
2019-03-21 06:00:00,13.43, , , , ,
2019-03-21 07:00:00,13.17, , , , ,
2019-03-21 08:00:00,13.04, , , , ,
2019-03-21 09:00:00,13.00, , , , ,
2019-03-21 10:00:00,13.08, , , , ,
2019-03-21 11:00:00,13.51, , , , ,
2019-03-21 12:00:00,14.50, , , , ,
2019-03-21 13:00:00,15.66, , , , ,
2019-03-21 14:00:00,16.51, , , , ,
2019-03-21 15:00:00,16.94, , , , ,
2019-03-21 16:00:00,17.16, , , , ,
2019-03-21 17:00:00,17.07, , , , ,
2019-03-21 18:00:00,16.94, , , , ,
2019-03-21 19:00:00,16.51, , , , ,
2019-03-21 20:00:00,16.04, , , , ,
2019-03-21 21:00:00,15.57, , , , ,
2019-03-21 22:00:00,15.14, , , , ,
2019-03-21 23:00:00,14.80, , , , ,
2019-03-22 00:00:00,14.41, , , , ,
2019-03-22 01:00:00,14.03, , , , ,
2019-03-22 02:00:00,13.64, , , , ,
2019-03-22 03:00:00,13.30, , , , ,
2019-03-22 04:00:00,12.95, , , , ,
2019-03-22 05:00:00,12.52, , , , ,
2019-03-22 06:00:00,12.10, , , , ,
2019-03-22 07:00:00,11.75, , , , ,
2019-03-22 08:00:00,11.41, , , , ,
2019-03-22 09:00:00,11.02, , , , ,
2019-03-22 10:00:00,10.81, , , , ,
2019-03-22 11:00:00,10.85, , , , ,
2019-03-22 12:00:00,11.02, , , , ,
2019-03-22 13:00:00,11.71, , , , ,
2019-03-22 14:00:00,12.61, , , , ,
2019-03-22 15:00:00,12.95, , , , ,
2019-03-22 16:00:00,12.95, , , , ,
2019-03-22 17:00:00,13.30, , , , ,
2019-03-22 18:00:00,13.17, , , , ,
2019-03-22 19:00:00,12.78, , , , ,
2019-03-22 20:00:00,12.35, , , , ,
2019-03-22 21:00:00,11.84, , , , ,
2019-03-22 22:00:00,11.49, , , , ,
2019-03-22 23:00:00,11.02, , , , ,
2019-03-23 00:00:00,10.64, , , , ,
2019-03-23 01:00:00,10.21, , , , ,
2019-03-23 02:00:00,9.82, , , , ,
2019-03-23 03:00:00,9.44, , , , ,
2019-03-23 04:00:00,9.18, , , , ,
2019-03-23 05:00:00,8.88, , , , ,
2019-03-23 06:00:00,8.53, , , , ,
2019-03-23 07:00:00,8.19, , , , ,
2019-03-23 08:00:00,7.85, , , , ,
2019-03-23 09:00:00,7.76, , , , ,
2019-03-23 10:00:00,8.45, , , , ,
2019-03-23 11:00:00,9.39, , , , ,
2019-03-23 12:00:00,10.72, , , , ,
2019-03-23 13:00:00,12.05, , , , ,
2019-03-23 14:00:00,13.34, , , , ,
2019-03-23 15:00:00,14.50, , , , ,
2019-03-23 16:00:00,15.44, , , , ,
2019-03-23 17:00:00,16.17, , , , ,
2019-03-23 18:00:00,16.51, , , , ,
2019-03-23 19:00:00,16.34, , , , ,
2019-03-23 20:00:00,15.87, , , , ,
2019-03-23 21:00:00,15.44, , , , ,
2019-03-23 22:00:00,14.88, , , , ,
2019-03-23 23:00:00,14.45, , , , ,
2019-03-24 00:00:00,13.94, , , , ,
2019-03-24 01:00:00,13.43, , , , ,
2019-03-24 02:00:00,12.95, , , , ,
2019-03-24 03:00:00,12.48, , , , ,
2019-03-24 04:00:00,12.01, , , , ,
2019-03-24 05:00:00,11.54, , , , ,
2019-03-24 06:00:00,11.19, , , , ,
2019-03-24 07:00:00,10.77, , , , ,
2019-03-24 08:00:00,10.46, , , , ,
2019-03-24 09:00:00,10.42, , , , ,
2019-03-24 10:00:00,11.15, , , , ,
2019-03-24 11:00:00,12.31, , , , ,
2019-03-24 12:00:00,13.81, , , , ,
2019-03-24 13:00:00,15.27, , , , ,
2019-03-24 14:00:00,16.77, , , , ,
2019-03-24 15:00:00,17.93, , , , ,
2019-03-24 16:00:00,18.92, , , , ,
2019-03-24 17:00:00,19.65, , , , ,
2019-03-24 18:00:00,19.95, , , , ,
2019-03-24 19:00:00,19.52, , , , ,
2019-03-24 20:00:00,19.09, , , , ,
2019-03-24 21:00:00,18.66, , , , ,
2019-03-24 22:00:00,18.32, , , , ,
2019-03-24 23:00:00,17.93, , , , ,
2019-03-25 00:00:00,17.59, , , , ,
2019-03-25 01:00:00,17.20, , , , ,
2019-03-25 02:00:00,16.86, , , , ,
2019-03-25 03:00:00,16.43, , , , ,
2019-03-25 04:00:00,16.08, , , , ,
2019-03-25 05:00:00,15.74, , , , ,
2019-03-25 06:00:00,15.40, , , , ,
2019-03-25 07:00:00,15.01, , , , ,
2019-03-25 08:00:00,14.75, , , , ,
2019-03-25 09:00:00,14.67, , , , ,
2019-03-25 10:00:00,15.23, , , , ,
2019-03-25 11:00:00,15.70, , , , ,
2019-03-25 12:00:00,16.13, , , , ,
2019-03-25 13:00:00,16.51, , , , ,
2019-03-25 14:00:00,16.47, , , , ,
2019-03-25 15:00:00,16.64, , , , ,
2019-03-25 16:00:00,16.86, , , , ,
2019-03-25 17:00:00,16.94, , , , ,
2019-03-25 18:00:00,16.90, , , , ,
2019-03-25 19:00:00,16.81, , , , ,
2019-03-25 20:00:00,16.69, , , , ,
2019-03-25 21:00:00,16.60, , , , ,
2019-03-25 22:00:00,16.51, , , , ,
2019-03-25 23:00:00,16.43, , , , ,
2019-03-26 00:00:00,16.39, , , , ,
2019-03-26 01:00:00,16.30, , , , ,
2019-03-26 02:00:00,16.26, , , , ,
2019-03-26 03:00:00,16.21, , , , ,
2019-03-26 04:00:00,16.04, , , , ,
2019-03-26 05:00:00,16.00, , , , ,
2019-03-26 06:00:00,15.83, , , , ,
2019-03-26 07:00:00,15.53, , , , ,
2019-03-26 08:00:00,15.31, , , , ,
2019-03-26 09:00:00,15.10, , , , ,
2019-03-26 10:00:00,15.01, , , , ,
2019-03-26 11:00:00,14.93, , , , ,
2019-03-26 12:00:00,14.84, , , , ,
2019-03-26 13:00:00,14.80, , , , ,
2019-03-26 14:00:00,15.01, , , , ,
2019-03-26 15:00:00,16.34, , , , ,
2019-03-26 16:00:00,16.77, , , , ,
2019-03-26 17:00:00,17.03, , , , ,
2019-03-26 18:00:00,17.20, , , , ,
2019-03-26 19:00:00,17.20, , , , ,
2019-03-26 20:00:00,16.77, , , , ,
2019-03-26 21:00:00,16.43, , , , ,
2019-03-26 22:00:00,16.08, , , , ,
2019-03-26 23:00:00,15.61, , , , ,
2019-03-27 00:00:00,15.06, , , , ,
2019-03-27 01:00:00,14.54, , , , ,
2019-03-27 02:00:00,14.03, , , , ,
2019-03-27 03:00:00,13.51, , , , ,
2019-03-27 04:00:00,13.00, , , , ,
2019-03-27 05:00:00,12.57, , , , ,
2019-03-27 06:00:00,12.10, , , , ,
2019-03-27 07:00:00,11.62, , , , ,
2019-03-27 08:00:00,11.28, , , , ,
2019-03-27 09:00:00,11.24, , , , ,
2019-03-27 10:00:00,11.92, , , , ,
2019-03-27 11:00:00,12.78, , , , ,
2019-03-27 12:00:00,14.03, , , , ,
2019-03-27 13:00:00,15.27, , , , ,
2019-03-27 14:00:00,16.43, , , , ,
2019-03-27 15:00:00,17.50, , , , ,
2019-03-27 16:00:00,18.23, , , , ,
2019-03-27 17:00:00,18.87, , , , ,
2019-03-27 18:00:00,18.87, , , , ,
2019-03-27 19:00:00,18.36, , , , ,
2019-03-27 20:00:00,17.59, , , , ,
2019-03-27 21:00:00,16.77, , , , ,
2019-03-27 22:00:00,16.08, , , , ,
2019-03-27 23:00:00,15.44, , , , ,
2019-03-28 00:00:00,14.84, , , , ,
2019-03-28 01:00:00,14.24, , , , ,
2019-03-28 02:00:00,13.68, , , , ,
2019-03-28 03:00:00,13.21, , , , ,
2019-03-28 04:00:00,12.70, , , , ,
2019-03-28 05:00:00,12.18, , , , ,
2019-03-28 06:00:00,11.75, , , , ,
2019-03-28 07:00:00,11.32, , , , ,
2019-03-28 08:00:00,10.94, , , , ,
2019-03-28 09:00:00,10.98, , , , ,
2019-03-28 10:00:00,11.75, , , , ,
2019-03-28 11:00:00,12.70, , , , ,
2019-03-28 12:00:00,14.24, , , , ,
2019-03-28 13:00:00,15.61, , , , ,
2019-03-28 14:00:00,16.99, , , , ,
2019-03-28 15:00:00,18.19, , , , ,
2019-03-28 16:00:00,19.09, , , , ,
2019-03-28 17:00:00,19.77, , , , ,
2019-03-28 18:00:00,19.86, , , , ,
2019-03-28 19:00:00,19.56, , , , ,
2019-03-28 20:00:00,19.04, , , , ,
2019-03-28 21:00:00,18.49, , , , ,
2019-03-28 22:00:00,18.06, , , , ,
2019-03-28 23:00:00,17.54, , , , ,
2019-03-29 00:00:00,17.07, , , , ,
2019-03-29 01:00:00,16.60, , , , ,
2019-03-29 02:00:00,16.08, , , , ,
2019-03-29 03:00:00,15.57, , , , ,
2019-03-29 04:00:00,15.18, , , , ,
2019-03-29 05:00:00,14.71, , , , ,
2019-03-29 06:00:00,14.37, , , , ,
2019-03-29 07:00:00,14.03, , , , ,
2019-03-29 08:00:00,13.81, , , , ,
2019-03-29 09:00:00,13.94, , , , ,
2019-03-29 10:00:00,14.58, , , , ,
2019-03-29 11:00:00,15.40, , , , ,
2019-03-29 12:00:00,16.34, , , , ,
2019-03-29 12:04:36, ,Logged,Logged,Logged, ,
2019-03-29 12:04:49, , ,Logged,Logged, ,
2019-03-29 12:04:58, , ,Logged, , ,
2019-03-29 12:04:59, , , ,Logged, ,
2019-03-29 12:05:05, , ,Logged,Logged, ,
2019-03-29 12:05:41, ,Logged, , ,Logged,
